"SATD","Sentiment"
"// Our superclass no longer has this method, so perhaps this whole // thing should be removed? - tfm // super.updateListeners(newOwner);","non-negative"
"// TODO should this also clear isDynamic, rawParameters, permanentResults?","non-negative"
"// FIXME: I think this chunk is equivalent to MRI id2name (and not our public method // id2name). Make into method if used more than once.","non-negative"
"/* * TODO: Exact ordering is only required for some tests; change the* comparison to do a set compare where necessary.*/","non-negative"
"// todo : should really move this log statement to CollectionType, where this is used from...","non-negative"
"// TODO: Do we really need to do this? Carried over from old behavior","negative"
"// Create block for this iter node // FIXME: We shouldn't use the current scope if it's not actually from the same hierarchy of static scopes","non-negative"
"// TODO: remove","non-negative"
"// This inner class implements a case statement....perhaps im being a bit over-clever here","non-negative"
"/** * Recognizer for Parameter's with a DirectionKind of Return.* TODO: This is a duplicate of {@link #hasReturnParameterDirectionKind(Object)}* @param handle candidate parameter* @return true if handle is a return parameter.*/","non-negative"
"// TODO: Temporary until we sort out a better way to do guido's fix // IQueryTokenizer qt2 = sessionUnderTest.getQueryTokenizer()","non-negative"
"// TODO: Find a way to replace this dependency on Project","non-negative"
"// TODO: Rather than specifically ignore some item maybe it would be better // to specifically state what items are of interest. Otherwise we may still // be acting on other events we don't need","non-negative"
"// Make sure this is a defined parameter and check the incoming value type // TODO: what should be the actual exception type here?","non-negative"
"// TODO is this a sensible number? //$NON-NLS-1$","non-negative"
"/** rb_ary_push_m* FIXME: Whis is this named ""push_m""?*/","non-negative"
"// TODO: The following handling of multiselection is just a local // solution for the fill color, better find a more general solution: // (I don't know if it's undoable this way - thn)","non-negative"
"// TODO: Only used by interface implementation","non-negative"
"// some other primitive // should avoid calling methods on primitive, as we do // in Name (can't treat primitive like an object message) // but the hole is useful right now.","non-negative"
"//TODO: copy/paste from insertRows()","non-negative"
"/** * Recognizer for ModelElements with package visibility.** TODO: This method name was chosen for compatibility with* the existing naming scheme, but has the potential of * clashing with some future use.* * @param handle candidate* @return true if handle has package visibility*/","non-negative"
"/* * TODO: This code manually processes the ElementImports of a* Package, but we need to check whether MDR already does something* similar automatically as part of its namespace processing.* - tfm - 20060408*/","non-negative"
"//TODO: if object was an uninitialized proxy, this is inefficient, // resulting in two SQL selects","negative"
"// TODO: setText in GEF should call setBounds instead of directly // changing x, y, w, h - then we will have an event generated // correctly in GEF","non-negative"
"// update the titleLabel // MVW: This overrules the icon set initiallly... Why do we need this?","non-negative"
"// FIXME: set up a CallConfiguration for this","non-negative"
"// Windows bug workaround in case a YES/NO confirm // was shown","negative"
"// Needed the ""clazz_"" check to work around union-subclasses // TODO : is there a way to tell whether a persister is truly discrim-column based inheritence?","non-negative"
"// do we need to update the crosshair values?","non-negative"
"// TODO: the above works in the current situation, but it's // just a hack. How to get each editor to report whether it // wants to grow bigger? Whether the property label should // be at the left or at the top of the editor? ...?","mixed"
"/** * This is the ""main"" class for the GUI subsystem.<p>** Users of the GUI subsystem, i.e. components that are to place themselves* in any of the GUI components, register themselves in this class.<p>** TODO: Add the rest of the registers to this.** @author Linus Tolke* @since 0.21.3*/","non-negative"
"// TODO: The following is MDR specific. We need something generic // to all Model subsystems - tfm 20070716","non-negative"
"/** * TODO: Copied from UmlDiagramRenderer.** Get the FigNode from the given layer that represents the given* model element.* The FigNode portion of an association class is returned in preference* to the FigEdge portion.* If no FigNode is found then a FIgEdge is searched for and the FigNode* that acts as its edge port is returned.* @param lay the layer containing the Fig* @param modelElement the model element to find presentation for* @return the FigNode presentation of the model element*/","non-negative"
"// TODO: This is probably related to the SendEvent that is sending the // Signal, but the association is not navigable in that direction","negative"
"/** * @param project the ArgoUML {@link Project} to save in file.* @param file the {@link File} in which an ArgoUML {@link Project} will* be persisted.* @return the persister used and usable for file.* @throws SaveException if saving the file goes wrong.* @throws InterruptedException if an interrupt occurs while saving.* TODO: move this to an helper class.*/","non-negative"
"/** * Field TODO: TextArea or TextField*/","non-negative"
"/** Fix bug: -D arg1=arg2 was causing parse error; however* --define arg1=arg2 is OK This seems to be because the parser* skips the terminator for the long options, but was not doing* so for the short options.*/","negative"
"//swaldman 2004-02-07: modify to allow null values to signify fall through to c3p0 PoolConfig defaults","non-negative"
"// TODO: is this a good idea?","negative"
"// TODO not used by GUI","non-negative"
"//TODO provide proper name?","negative"
"// TODO can this happen?","non-negative"
"// I know it's bad to create object. better idea?","negative"
"// TODO: This won't work when the column has values with quotes in them. // Use PreparedStatements instead. Hmmm... instead of insert statements, could we not // just create a sequence and generate a select statement that: // a) uses the sequence for the pkid // b) selects distinct values // That would be a more efficient approach that would also eliminate this quoting problem","mixed"
"//TODO: need to make the majority of this functionality into a top-level support class for custom impl support","non-negative"
"/** * Determine if the passed parameter has a RETURN direction kind.* * TODO: This is a duplicate of {@link #isReturn(Object)}* * @return true if it is a return direction kind* @param handle the parameter*/","non-negative"
"// TODO: confirm expected args are IRubyObject (or similar)","non-negative"
"//TODO: COPY/PASTE FROM SessionImpl, pull up!","negative"
"// TODO : an optimization here would be to consider cascade deletes and not gen those delete statements; // the difficulty is the ordering of the tables here vs the cascade attributes on the persisters -> // the table info gotten here should really be self-contained (i.e., a class representation // defining all the needed attributes), then we could then get an array of those","non-negative"
"// ignore...bean doesn't get registered // TODO: Why does that bother me?","negative"
"// TODO: This probably belongs with the Diagram subsystem","non-negative"
"// TODO: ActionState, CallState, and SubactivityState have been replaced // in UML 2.0 by explicitly modeled Actions","non-negative"
"// TODO there is a problem with the constructor for the RBC. // you have to provide the rules in the constructors - no setters // available.","negative"
"// this part sucks","negative"
"// TODO: This references the concrete factory // We need a factories factory","non-negative"
"// add a system property so samplers can check to see if JMeter // is running in NonGui mode // $NON-NLS-1$ // TODO - why does it create a new instance?","non-negative"
"/** * Moves some object to trash, i.e. deletes it completely with all* dependent structures. <p>** Deleting an object involves: <pre>* - Removing Target history* - Deleting all Fig representations for the object* - Deleting the UML element* - Deleting all dependent UML modelelements* - Deleting CommentEdges (which are not UML elements)* - Move to trash for enclosed objects, i.e. graphically drawn on top of* - Move to trash subdiagrams for the object* - Saveguard that there is always at least 1 diagram left* - If the current diagram has been deleted, select a new one to show* - Trigger the explorer when a diagram is deleted* - Set the needsSave (dirty) flag of the projectmanager* </pre>** @param obj The object to be deleted* @see org.argouml.kernel.ProjectImpl#trashInternal(Object)* <p> * TODO: This should just be named delete() or something which better * tells what it does (since there really isn't a trash can).*/","negative"
"/** * Utility function to localize the given string with help text, and show it* in the status bar of the ArgoUML window. This function is used in favour* of the inline call to enable later improvements; e.g. it would be* possible to show a help-balloon.* <p>* TODO: This code is also present in other root Figs...* * @param s the given string to be localized and shown */","non-negative"
"// FIXME: add setBaseItemURLGenerator(CategoryURLGenerator, boolean) ?","non-negative"
"// FIXME: Not sure what the semantics of transfer are //cFiber.defineFastMethod(""transfer"", cb.getFastOptMethod(""transfer""));","non-negative"
"/** * Creates a new checkbox menu item attached to the specified* action object and appends it to the end of this menu.* TODO: This is almost a duplicate of ArgoJMenu.addCheckItem must find a* way to merge.** @param a the Action for the checkbox menu item to be added* @return the new checkbox menu item*/","non-negative"
"// Surely this is always null in the constructor?","non-negative"
"// TODO: An Iterator filter would be nice here instead of the // mucking around with the Collection.","negative"
"//create an index on the key columns??","non-negative"
"// When I tried using a length for LONGVARBINARY that is the max // length of the source records, I get the following exception: // // Exception condition 239. Data exception - string data, right truncation. // I tried bit varying(32767) with data that had max length of 16384. So // it's back to maximum length hard-coded for now. // registerColumnType(Types.LONGVARBINARY, 2147000000, ""bit varying($l)"");","non-negative"
"// TODO: This should be managed by the DetailsPane TargetListener - tfm // remove the following line","non-negative"
"// here's a quirk - the API has been defined in terms of a plain // TimePeriod, which cannot make use of the timezone and locale // specified in the constructor...so we only do the time zone // pegging if the period is an instanceof RegularTimePeriod","negative"
"// TODO: what about n arg?","non-negative"
"/** * Copy a file from source to destination.** TODO: Perhaps belongs in a utilities class of some sort.** @param source the source file to be copied* @param dest the destination file* @return success status flag*/","non-negative"
"// TODO: MVW: This needs rethinking/rework! I have the following questions: // Why does it not search for a stereotype in the namespace using // properties and only create a new stereotype if it will actually be used? // Ie, why is there not a getStereotype(String name, String baseClass)? // (edited by d00mst)","negative"
"// TODO: What do we want to use as an equivalent here?","non-negative"
"/** * Defines the methods to generate source code from the model. Each class* providing code generation functionality must implement this to be recognized* by ArgoUML as a code generator.* <p>* TODO: A GUI-independent mechanism to pass settings to the code generator is* needed similar to what we have for reverse engineering. See* {@link org.argouml.uml.reveng.ImportInterface#getImportSettings()} and * {@link org.argouml.uml.reveng.SettingsTypes}* * @since 0.20 when it replaced the FileGenerator interface.*/","non-negative"
"/** * Changes the font for all Figs contained in the given FigGroup. <p> * * TODO: In fact, there is a design error in this method: * E.g. for a class, if the name is Italic since the class is abstract, * then the classes features should be in Plain font. * This problem can be fixed by implementing * the updateFont() method in all subclasses.** @param fg the FigGroup to change the font of.*/","negative"
"// TODO: eliminate?","non-negative"
"// Slight hack - we need to ensure the TestClass is not reset by the previous call","negative"
"// Hack: bsh-2.0b5.jar BshScriptEngine implements Compilable but throws ""java.lang.Error: unimplemented""","negative"
"// there must be a better way of fixing this... // the problem is that this method can sometimes // be called as a result of a text area scroll // event, in which case the caret position has // not been updated yet.","negative"
"// TODO fetch list of languages from a file? // N.B. Changes to language list need to be reflected in // resources/PackageTest.java","non-negative"
"// SSS FIXME: Where does this go? // m.setLinePosition(arrayNode.getPosition())","non-negative"
"// TODO: break into 3 main member types // model, diagram and other","non-negative"
"// TODO: In JFreeChart 1.2.0, put this method in the // CategoryItemRenderer interface","non-negative"
"// NOTE: Source and line arguments are nonsense in a call(). // Any way to make these arguments *sensible?","negative"
"//TODO replace with proper Exception // return with an error","negative"
"// TODO: this actually returns permissions with stereotypes // of both <<access>> and <<import>> when the spec calls for // only the former, but that seems to give different semantics // to the way package imports work. Review to see which is wrong.","negative"
"//TODO: nothing appears to read this but is set using a public setter.","non-negative"
"// TODO: Some of these magic numbers probably assume a line // width of 1. Replace with appropriate constants/variables.","non-negative"
"/* trim done to workaround stupid oracle bug that cant handle whitespaces before a { in a sp */","negative"
"// CREATE ENTITIES // FIXME: these methods should be defined","non-negative"
"// TODO Hack that should be removed.","negative"
"//TODO: Somehow add the newly created foreign keys to the internal collection","non-negative"
"// TODO: When JDK1.4 is the earliest JDK supported // by Squirrel then remove the hardcoding of the // boolean data type.","non-negative"
"// TODO: Move an empty implementation to FigGroup in GEF","non-negative"
"// TODO : perhaps we should additionally require that the incoming entity // version be equivalent to the defined unsaved-value?","non-negative"
"// TODO - charset? // TODO this should really be request data, but there is none","negative"
"// TODO: figure out why bind variables aren't working","negative"
"//TODO: temporary","non-negative"
"// TODO: Do all these classes need to be in their own files? public?","non-negative"
"/*_x0001__x0001_Note: the bsh command code should probably not be here... we need to_x0001__x0001_scope it by the namespace that imported the command... so it probably_x0001__x0001_needs to be integrated into NameSpace._x0001_*/","non-negative"
"//note that i parameter is now unused (delete it?)","non-negative"
"// * @TODO using taskName here is brittle, as a user could override it. // * this should probably be modified to use the classname instead.","negative"
"// We're deleting the last diagram so lets create a new one // TODO: Once we go MDI we won't need this.","non-negative"
"// TODO: Workaround for GEF redraw problem // Force all child figs into the same layer","negative"
"// Hack to allow external control","negative"
"// Check if labels etc have been hit // Apparently GEF does require PathItems to be ""annotations"" // which ours aren't, so until that is resolved...","negative"
"// TODO: It's probably worthwhile to abstract and factor // this chooser and directory stuff. More file handling is // coming, I'm sure.","non-negative"
"// TODO: Ruby does not seem to care about invalid numeric mode values // I am not sure if ruby overflows here also...","non-negative"
"// JDK 1.4 workaround","negative"
"// This should be per instance","non-negative"
"//aliasRefNode.resolve( false, false, aliasRefNode.getText() ); //TODO: is it kosher to do it here? //TODO: is it kosher to do it here?","negative"
"/// a kludge to make everything work when no rows returned","negative"
"// next version: remove this","non-negative"
"// sql-server, at least needed this dropped after use; strange!","negative"
"// TODO: Is it appropriate the TemplateableElement as the client and a // list of TemplateParameterSubstitution as the list of parameters?","non-negative"
"// TODO: Add standard stereotype? Set is open ended, but // predefined names include: call, create, instantiate, send","non-negative"
"/*_x0001__x0001_Notes: See notes on findMostSpecificMethod._x0001__x0001_This method should be rolled into findMostSpecificMethod._x0001_*/","non-negative"
"// TODO: throw IllegalArgumentException in case a variable == null","non-negative"
"/* * Not clear what can cause this ? conflicting versions perhaps*/","negative"
"// TODO fix this when there is a real implementation","non-negative"
"// This could be smarter...","negative"
"// TODO: Bob says - // We're looking at focus change to // flag the start of an interaction. This // is to detect when focus is gained in a prop // panel field on the assumption editing of that // field is about to start. // Not a good assumption. We Need to see if we can get // rid of this.","negative"
"// TODO: complete this","non-negative"
"// TODO Ristretto should handle the logging of streams in another // way.","non-negative"
"// TODO: This is currently duplicated from MetaDataCache - must find a // common place in model facade","non-negative"
"// We are displaying a new dataset, so if there was // a cell editor in operation, tell it to cancel. //???? How does this impact popup display?","non-negative"
"// workaround for missing ability to parse ""*""","non-negative"
"//TODO: this bit actually has to be called after all cascades! // but since identity insert is called *synchronously*, // instead of asynchronously as other actions, it isn't","negative"
"// SSS FIXME: Does int suffice, or do we need long?","non-negative"
"// FIXME: This determine module is in a strange location and should somehow be in block","negative"
"// TODO ? if this class listen the model, it will be able to // change in live as it is done in the figs (diagram)","non-negative"
"/* * TODO should these fields be public? * They don't appear to be used externally. *  * Also, are they any different from HTTPConstants.GET etc. ? * In some cases they seem to be used as the method name from the Tomcat log. * However the RMETHOD field is used as the value for HTTPSamplerBase.METHOD, * for which HTTPConstants is most approriate. */","non-negative"
"// should indicate that we are processing an INSERT/UPDATE/DELETE // query with a subquery implied via a collection property // function. Here, we need to use the table name itself as the // qualification alias. // TODO : verify this works for all databases... // TODO : is this also the case in non-""indexed"" scenarios?","non-negative"
"// TODO: this doesn't belong in the implementation specific piece - tfm","non-negative"
"// For PointBase, if type maps to Pointbase ""BLOB"", and the size // isn't valid (PB requires size for BLOBS) then set it to something // reasonably large, like 16MB. 1 is the default size if no size // is specified. That's practically useless :)","negative"
"// now handle specific plot types (and yes, I know this is some // really ugly code that has to be manually updated any time a new // plot type is added - I should have written something much cooler, // but I didn't and neither did anyone else).","negative"
"/* TODO: This needs work... * We also need to listen to addition/removal * of states to/from a ClassifierInState. */","negative"
"//TODO: move to utils class (JMeterUtils?)","non-negative"
"// SampleEvent is not passed JMeterVariables, because they don't make sense for Proxy Recording // TODO - is this the correct threadgroup name?","non-negative"
"// TODO should really return most specific (i.e. longest) match.","non-negative"
"/* if an occurence occurs at the_x0001__x0001_beginning of the selection, the_x0001__x0001_selection start will get moved._x0001__x0001_this sucks, so we hack to avoid it. */","negative"
"// TODO: I believe the following code (to the end of the method) is // obsolete, // since NamePanel no longer seems to be the GUI for any component:","negative"
"// TODO deprecate (since getPluginClass() is no longer called) //","non-negative"
"// We would probably refactor to have LogicParser (builds a tree of simple // expressions connected by and, or, not), ExpressionParser (translates // from OO terms like foo, foo.Bar, foo.Bar.Baz to SQL terms like // FOOS.ID, FOOS.BAR_ID, etc) and PathExpressionParser (which does much // the same thing it does now)","non-negative"
"/*TODO move resources to a resource file */","non-negative"
"// XXX what is the following doing? // should it run if !javadoc4 && executable != null?","non-negative"
"// FIXME remove method // toolbarPane.add(c)","non-negative"
"// TODO factor up into GenBaseImpl? //","non-negative"
"// this is a hack, and really needs to be done better.","negative"
"// TODO: We may want to restrict the list to parameters which // conform to the following WFR: // parameter.type = ofstype // or (parameter.kind = #in // and ofstype.allSupertypes->includes(type)) // or ((parameter.kind = #out or parameter.kind = #return) // and type.allSupertypes->includes(ofstype)) // or (parameter.kind = #inout // and ( ofstype.allSupertypes->includes(type) // or type.allSupertypes->includes(ofstype))))","non-negative"
"// FIXME: Check that there isn't already a series with the same key","non-negative"
"// Mark the contain FigPoly as complete. // TODO: I think more work is needed in GEF to either do this // automatically when both ends are set or at the very least // Give a setComplete method on FigPolyEdge that calls its // contained poly","non-negative"
"// FIXME: We should not be regenerating this over and over","negative"
"// $NON-NLS-1$ TODO should this be a variable?","non-negative"
"// XXXX re-evaluate this // can getSuper work by itself now? // If we're a class instance and the parent is also a class instance // then super means our parent.","non-negative"
"// Don't call super. Packing this frame causes problems.","negative"
"/** * Remove this diagram from existence. *  * TODO: Move to GEF */","non-negative"
"// this will probably not get used // Object type","non-negative"
"/** * <p>Determines if the FigEdge is currently connected to the correct * FigNodes, if not the edges is the correct FigNodes set and the edge * rerouted. * <p>Typically this is used when a user has amended from the property * panel a relationship from one model element to another and the graph * needs to react to that change. * <p>e.g. if the participant of an association end is changed. * <p>Calls a helper method (layoutThisToSelf) to avoid this edge * disappearing if the new source and dest are the same node. * * TODO: This method is called far too frequently. It should only be called * when a specific event is received. It seems to be currently called whenever * any event is received from the owner. * * @return boolean whether or not the update was sucessful */","negative"
"// retarded GTK look and feel!","negative"
"// Java 1.6.0_22+ no longer allows Content-Length to be set, so don't check it. // See: http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=6996110 // TODO any point in checking the other headers?","non-negative"
"//TODO: this is one of the ugliest and most fragile pieces of code in Hibernate....","negative"
"// XXX is the following really necessary? it is in the same thread group...","negative"
"// we have to find a cleaner way to put this output","non-negative"
"// This is the old way and is deprecated - classespath is // the right way to do this and is above","negative"
"// For Script example that modifies id'ed tasks in other // targets to work. *very* Ugly // The reference is replaced by RuntimeConfigurable","negative"
"// sorry - otherwise we will get a ClassCastException because the MockCache // is loaded by two different classloader ...","negative"
"// ***HACK*** We ask the VM to create an instance // by voluntarily providing illegal arguments to force // the VM to run the class' static initializer, while // at the same time not running a valid constructor.","negative"
"// XXX - shouldn't this always return false in isolated mode?","non-negative"
"// Do we need to add tests for the following? // // AggregationKind // ChangeableKind // MessageDirectionKind // OrderingKind // ParameterDirectionKind // PseudostateKind // ScopeKind // VisibilityKind //","non-negative"
"// FIXME formatters are not thread-safe","negative"
"// I hate to admit it, but we don't know what happened // here.  Throw the Exception.","negative"
"// This would be sensible, but does not work: // public int hashCode() // { // return propMap.hashCode(); // }","negative"
"// Bug in above method","non-negative"
"// TODO: This brute force approach of updating listeners on each // and every event, without checking the event type or any other // information is going to cause lots of InvalidElementExceptions // in subclasses implementations of updateListeners (and they // won't have the event information to make their own decisions)","negative"
"// TODO: Issue 6144. It is proposed to allow any paclage to return as a potential // namespace. Commenting out until this is reviewed and clearly accepted by all.","non-negative"
"// TODO: key can't be null","non-negative"
"// TODO: Deal with the """"optional"""" attribute in the <join> mapping; // this code assumes that optional defaults to """"true"""" because it // doesn't actually seem to work in the fetch=""""join"""" code // // Note that actual proper handling of optional-ality here is actually // more involved than this patch assumes.  Remember that we might have // multiple <join/> mappings associated with a single entity.  Really // a couple of things need to happen to properly handle optional here: //  1) First and foremost, when handling multiple <join/>s, we really //      should be using the entity root table as the driving table; //      another option here would be to choose some non-optional joined //      table to use as the driving table.  In all likelihood, just using //      the root table is much simplier //  2) Need to add the FK columns corresponding to each joined table //      to the generated select list; these would then be used when //      iterating the result set to determine whether all non-optional //      data is present // My initial thoughts on the best way to deal with this would be // to introduce a new SequentialSelect abstraction that actually gets // generated in the persisters (ok, SingleTable...) and utilized here. // It would encapsulated all this required optional-ality checking...","non-negative"
"// only works for jEdit plugins","non-negative"
"//return cal.getTimeInMillis(); // preceding code won't work with JDK 1.3","negative"
"/* TODO: We should use implicit nil for body, but problem (punt til later)*/","non-negative"
"/* TODO: link to the Signal. */","non-negative"
"/*TODO create javadocs for class */","non-negative"
"//TODO find a decent name before documenting","negative"
"// Fixme: Only F_SETFL and F_GETFL is current supported // FIXME: Only NONBLOCK flag is supported // FIXME: F_SETFL and F_SETFD are treated as the same thing here.  For the case of dup(fd) we //   should actually have F_SETFL only affect one (it is unclear how well we do, but this TODO //   is here to at least document that we might need to do more work here.  Mostly SETFL is //   for mode changes which should persist across fork() boundaries.  Since JVM has no fork //   this is not a problem for us.","non-negative"
"// Predecessors used to be not implemented, because it // caused some problems that I've not found an easy way to handle yet, // d00mst. The specific problem is that the notation currently is // ambiguous on second message after a thread split. // Why not implement it anyway? d00mst // TODO: Document this ambiguity and the choice made.","negative"
"// UML 1.4 spec is ambiguous - English says no Association or  // Generalization, but OCL only includes Association //                || Model.getFacade().isAGeneralization(dm)","non-negative"
"// TODO Document the reason for this","non-negative"
"//TODO (@author fdietz): Add proper description here","negative"
"// FIXME: Document difference between warn and warning (or rename one better)","non-negative"
"// not sure whether this test is needed but cost nothing to put. // hope it will be reviewed by anybody competent","negative"
"// TODO make these separate tests?","non-negative"
"// TODO some more invalid sequence tests needed","non-negative"
"// TODO: No test coverage for this or createPropPanel? - tfm","non-negative"
"//TODO: Test Mac keyboard accelerator changes done here by mlivingstone // shortcut key","non-negative"
"// TODO Update this after old tests pass and then update the old tests to reflect this change. //","non-negative"
"// TODO: the '\n' literal here should be a test against REToken.newline, // which unfortunately may be more than a single character.","negative"
"// if the method is extending something, then we have // to test if the handler is initialized...","non-negative"
"// Need better test for Windows","negative"
"// XXX - log an error?  throw an exception?","non-negative"
"// Should we exit at end of the test? (only applies to server, because host is non-null)","non-negative"
"// TODO ? perhaps note connection so it can be disconnected at end of test?","non-negative"
"// TODO: This work should be deferred until actually  // needed for display","non-negative"
"// Empty implementation.","non-negative"
"// Use a little trick to find out where Argo is being loaded from. // TODO: Use a different resource here. ARGOINI is unused and deprecated","non-negative"
"// TODO: Need UML 2.x equivalent","non-negative"
"// TODO (@author karlpeder): Implementation of undo/redo missing","non-negative"
"// TODO handle situation when ASTJNode is removed (compilationUnit is null)","non-negative"
"// TODO: RESTRICT VIOLATION","non-negative"
"//TODO: make this handle multiple collection roles!","non-negative"
"// could make this configurable","non-negative"
"// TODO: adjust length so it won't fall in the middle  // of a multi-byte character. MRI's sprintf.c uses tables // in a modified version of regex.c, which assume some // particular  encoding for a given installation/application. // (See regex.c#re_mbcinit in ruby-1.8.5-p12)  // // This is only an issue if the user specifies a precision // that causes the string to be truncated. The same issue // would arise taking a substring of a ByteList-backed RubyString.","non-negative"
"// FIXME: optimize for cases where we have no false branch","non-negative"
"// TODO: check if too many open files, GC and try again","non-negative"
"// Not yet ready // DataImportGlobalPreferencesTab tab = new DataImportGlobalPreferencesTab(); // return new IGlobalPreferencesPanel[] { tab };","non-negative"
"// stolen from org.apache.xerces.impl.XMLEntityManager#getUserDir() // of the Xerces-J team // which ASCII characters need to be escaped","non-negative"
"// MAC OS 9 and previous //TODO: I have no idea how to get it, someone must fix it","negative"
"// not very nice but will do the job","mixed"
"// TODO improve this","negative"
"// houston we have a problem !!","negative"
"// TODO - not sure this is the best method","negative"
"// If child of TransactionController is a ThroughputController and TPC does // not sample its children, then we will have this // TODO Should this be at warn level ?","non-negative"
"// TODO does not appear to be used","non-negative"
"// Temporary fix to allow default protocol to be changed","non-negative"
"// TODO: There is a cyclic dependency between SelectionRerouteEdge // and FigEdgeModelElement","non-negative"
"// These methods are based on the GraphEvents. These need replacing by // more specic meaningful requests of the diagram interface model","non-negative"
"// TODO: UML 1.4 spec requires both client and supplier to be // in the same model - tfm","non-negative"
"// TODO: Use default value of appropriate type for TD","non-negative"
"// TODO: Move magic number 10 to descriptive constant","non-negative"
"// TODO: This method is obsolete.  Use getInputMap etc as below","negative"
"/* TODO: really should be a separate class */","negative"
"""// Load .xmi file before any PGML files // FIXME: the following is loading the model before anything else. // Due to the Zargo containing the profiles, currently we have // removed this hack in UmlFilePersister and I think it should be // removed from here also.""","negative"
"// TODO: Attempt to move the following code to GEF","non-negative"
"/* The next 4 lines fix the 2nd half of issue 5638. * Is there no better way? */","non-negative"
"// FIXME (@author karlpeder): Is 3.2 the proper version of html to refer to?","non-negative"
"// @TODO dont use deprecated method","non-negative"
"//TODO: Should this be renamed to cLoc or something more appropriate than clock?","negative"
"// Since Columba is doing its own logging handlers, we should not // use handlers in the parent logger.","non-negative"
"//DMS  Do a better job with specific exceptions? Just use chained RuntimeExceptions?","non-negative"
"// This functionality should eventually go away, as it is replaced by model exporters. // We'll just delegate to the deprecated GenPackage method. The monitor isn't used, so we won't pass it. //","non-negative"
"// Per Schema 1.0 it is not clear if the result returned should be a valid URI.  // For the future if we plant to support IRIs then it is better not to massage // the initialValue.  // We should thought consider where would be the best way to validate anyURI values -- EL","non-negative"
"// todo : what is the implication of this?","non-negative"
"//TODO: merge into one method!","negative"
"//TODO: inefficient","negative"
"//workaround, for backward compatibility of sets with no //not-null columns, assume all columns are used in the //row locator SQL","non-negative"
"// VERY IMPORTANT!!!! - This class needs to be free of any static references // to any CGLIB or Javassist classes.  Otherwise, users will always need both // on their classpaths no matter which (if either) they use. // // Another option here would be to remove the Hibernate.isPropertyInitialized() // method and have the users go through the SessionFactory to get this information.","negative"
"// TODO : YUCK!!!  fix after HHH-1907 is complete","negative"
"//SPACES //TODO: i'm not sure, but perhaps we should exclude //      abstract denormalized tables?","non-negative"
"// unhappy about this being public ... is there a better way?","negative"
"// could refactor these a bit","non-negative"
"/*        Can't this be combined with run() ?         run seems to have stuff in it for  interactive vs. non-interactive...         compare them side by side and see what  they do differently, aside from the         exception handling.         */","non-negative"
"// Note: incorrect here - we are using the hack in bsh class // manager that allows lookup by base name.  We need to eliminate // this limitation by working through imports.  See notes in class // manager.","negative"
"/* this is stupid and misleading.                                          * but 'path' is not used anywhere except                                          * the above line, and if this is done                                          * after the 'continue', then we will                                          * either hang, or be forced to duplicate                                          * it inside the buffer == null, or add                                          * a 'finally' clause. you decide which one's                                          * worse. */","negative"
"// I'm too tired to think of a better way // to handle this right now.","negative"
"// compatibility kludge for jEdit 3.1 and earlier","negative"
"// XXX: This should not be hardcoded","negative"
"// TODO: it might be a good idea to keep a reference to the color // specified in setPaint() or setColor(), rather than creating a // new object every time getPaint() is called.","non-negative"
"// FIXME: this attribute is not used - deprecate?","non-negative"
"// now we handle some special cases - yes, UGLY code alert!","negative"
"// it would be nice (and logical!) if exponent form  // behaved like E/e, and decimal form behaved like f, // but no such luck. hence: ","negative"
"// FIXME: legal here? may want UnsupportedOperationException","non-negative"
"// if not overloaded, we add a method that guesses at which signature to use // TODO: just adding first one right now...add in signature-guessing logic","non-negative"
"// grrr, arghh, want to subclass sun.misc.FloatingDecimal, but can't, // so we must do all this (the next 70 lines of code), which has already // been done by FloatingDecimal.","negative"
"// TODO: This probably isn't the best hack, but it works until we can have different // root frame setup for 1.9 easily.","negative"
"// FIXME: Big fat hack here, because scope names are expected to be interned strings by the parser","negative"
"// FIXME: null check is removable once we figure out how to assign to unset named block args","non-negative"
"/**  * FIXME: This version is faster than the previous, but both suffer from a  * crucial flaw: It is impossible to create an ObjectSpace with an iterator  * that doesn't either: a. hold on to objects that might otherwise be collected  * or b. have no way to guarantee that a call to hasNext() will be correct or  * that a subsequent call to next() will produce an object. For our purposes,  * for now, this may be acceptable.  */","negative"
"// Here, I don't completely understand how these types are to be used in all databases and I haven't // yet had time to implement support in the dialects for them. So, this exclude list will keep these // less commonly used types from failing the test. Also, since not all of these types appear in Java5 // and we currently support compiling the code base with it, I use the integer values for new types // that were introduces in Java6, rather than the type constant name.","non-negative"
"/*                          * TODO: When 1.4 is the earliest version supported, add the following line:                         *                setSurrendersFocusOnKeystroke(true);                         * This should help handle some problems with navigation using tab & return                         * to move through cells.                         */","non-negative"
"// The following ugly conversion from text to Byte is necessary because // the Byte class is inconsistant.  When asked to output as Hex, it does // so as an UNSIGNED byte, but when asked to read back the same thing // using the Hex radix, it insists that the input must be SIGNED. // To get around this, we up-size the conversion to Integer, then  // truncate that to a byte, and finally convert the byte to a Byte.  Yech.","negative"
"// Discovered that the loginame field can be null - in that case, how to know we have the correct view?","non-negative"
"// TODO: just noticed that MySQL 5.0 supports a multi-bit BIT // column by using the getObject/setObject methods with a byte[]. // So it would be valuable at some point to make this code a bit // more dbms-specific","non-negative"
