"SATD","Sentiment"
"// This is (a logically not sufficent) try to cope with the problem that there are the following // contradictory rules in the JDBC API Doc: // Statement.getResultSet(): // This method should be called only once per result. // Statement.getUpdateCount(): // This method should be called only once per result. // Statement.getMoreResults(): // There are no more results when the following is true: (!getMoreResults() && (getUpdateCount() == -1) // // If getMoreResults() returns false, we don't know if we have more results, we only know that it isn't // a result set. Since we called getUpdateCount() before getMoreResults() because we would like to know // the update count of the first result, we might not be allowed to call getUpdateCount() again. // // The Intersystems Cache Driver for example always returns the same updateCount on simple // INSERT, UPDATE, DELETE statements not matter if getMoreResults() was called. So updateCount never // gets -1 and this will loop forever. When I discussed the issue with the Intersystems people they // just told me not to call getUpdateCount() twice. That simple. My hope is that this will cure // problems with DBs that just don't care for multiple result sets.","negative"
"// TODO: - Col - Add method to Databasemetadata that returns array // of objects for getBestRowIdentifier. For PostgreSQL put this kludge in // the new function. THis way all the kludges are kept in one place. // // KLUDGE!!!!!! // // For some DBs (e.g. PostgreSQL) there is actually a pseudo-column // providing the rowId, but the getBestRowIdentifier function is not // implemented.  This kludge hardcodes the knowledge that specific // DBs use a specific pseudo-column.  Additionally, as of pg 8.1, // you must create the table using """"WITH OID"""" appended to the create // statement.  Otherwise, OID column is not available by default. //","negative"
"/**          * TODO: move to IOUtilities          *           * @see  net.sourceforge.squirrel_sql.client.update.UpdateUtil#createZipFile(FileWrapper, FileWrapper[])          */","non-negative"
"/**      * Add a Comment with the given string      *      * TODO: Currently a no-op, doc is read only      *      * @param text the property      */","non-negative"
"/**  * Test delivery of Model events.  *  * TODO: We have not documented exactly what events arrive and when.  *  * @author Linus Tolke  */","negative"
"/**      * Make use of the default visibility, which is public...      * TODO: centralise this knowledge.      *      * @see  org.argouml.uml.diagram.ui.AbstractActionRadioMenuItem#valueOfTarget(java.lang.Object)      */","non-negative"
"/*      * TODO: needs documenting, why synchronized?      */","non-negative"
"/**      * The event to fire.     *      * TODO: Investigate! Is the purpose really to let the next call to     * {@link #firePropertyChanged(String, Object, Object)} fire the old      * event again if the previous  invocation resulted in an exception?      * If so, please document why. If not, fix it.      */","negative"
"/**  * **FIXME** This function needs documentation  *   * @return boolean  * @param XmlElement *            E  *  */","non-negative"
"/**  * **FIXME** This function needs documentation  *   * @return Vector  *    */","negative"
"/**  * TODO: JavaDoc  * * @author Colin Bell  */","non-negative"
"/**  * This class manages the windows for the application.  *  * TODO: Correct these notes  * <p>When a session closes the window manager will ensure that  * all of the windows for that sesion are closed.  * <p>Similarily when a window is closed the windows manager will ensure that  * references to the window are removed for the session.  *  * JASON: Prior to this patch there was some code movement from this class to  * Sessionmanager. The idea being that Sessionmanager  was the controller.  * Do we still want to do this? Remember in the future there will probably be  * an SDI as well as MDI version of the windows.  *  * @author <A HREF=""""mailto:colbell@users.sourceforge.net"""">Colin Bell</A>  * @author <A  HREF=""""mailto:jmheight@users.sourceforge.net"""">Jason Height</A>  */ ","non-negative"
"// TODO investigate typo in spec!!","negative"
"// @todo this is duplicating TestResult information. Only the time is not // part of the result. So we'd better derive a new class from TestResult // and deal with it. (SB)","non-negative"
"//TODO enable some proper tests!!","negative"
"/*      * TODO add tests to check for: - name clash - long option abbreviations      * (match shortest unique abbreviation)      */","non-negative"
"// TODO do tests for infix operators (8.4.7), // even though it is not yet supported","non-negative"
"// The UML 2.1.1 metamodel is a MOF 2.0 CMOF model, so // we want nodes with // tag=""""ownedMember"""", attribute xmi:type=""""cmof:Class"""" // TODO: This code is untested - tfm","non-negative"
"// TODO: fix testcase //assertEquals(""""filter result"""", true, result);","non-negative"
"//DMS this is totally untested.","negative"
"// Is getName() ok?  test with 1.1","non-negative"
"// TODO: test that surrogate value is legal.","non-negative"
"// the plot field is NOT tested","negative"
"// Now we know that this critic is still valid. What we need to // figure out is if the corresponding to-do item is still valid. // The to-do item is to be replaced if the name of some offender // has changed that affects its description or if the contents // of the list of offenders has changed. // We check that by creating a new ToDoItem and then verifying // that it looks exactly the same. // This really creates a lot of to-do items that goes to waste.","negative"
"// TODO: Should we be doing anything on deleted elements? // This throws an exception on remove events. - skip for now - tfm","non-negative"
"// TODO: Need to allow user to specify this","non-negative"
"// Just a note: StarTeam has a status for NEW which implies // that there is an item  on your local machine that is not // in the repository.  These are the items that show up as // NOT IN VIEW in the Starteam GUI. // One would think that we would want to perhaps checkin the // NEW items (not in all cases! - Steve Cohen 15 Dec 2001) // Unfortunately, the sdk doesn't really work, and we can't // actually see  anything with a status of NEW. That is why // we can just check out  everything here without worrying // about losing anything.","negative"
"// todo: is this comment still relevant ?? // FIXME: need to use a SAXSource as the source for the transform // so we can plug in our own entity resolver","non-negative"
"// TODO: Is this next line safe? What happens if there is just one // comment edge or a comment edge and a single message?","non-negative"
"// does not work: r.getFolderName() // does not work: r.getMessage().getUID()","negative"
"""/*                  Apparently in some environments you can't catch the security exception                 at all...  e.g. as an applet in IE  ... will probably have to work                  around         */","negative"
"// FIXME: we've cloned the chart, but the dataset(s) aren't cloned // and we should do that","non-negative"
"// TODO: Why do we clone the return value? This is the only reference // to it (right?) so we shouldn't need a separate copy.","non-negative"
"// TODO: This method doesn't appear to be used.","non-negative"
"// TODO: we loose encoding information here, fix it","negative"
"// Bug #1995728 // MS-SQL is inconsistent with regard to setting the current catalog. If you have a database with // periods or spaces, then in some cases you must surround the catalog with quotes. For example,  // if you have a catalog named 'db with spaces' you must execute the following SQL: //  // use """"db with spaces"""" // // However, the same is not always true for the JDBC API method Connection.setCatalog. For some old // versions of Microsoft drivers, you must quote the catalog as well. But for newer versions of the // driver, you must not quote the catalog. So here, we attempt to use the unquoted version first, then // if that fails, we will try quoting it.","non-negative"
"// XXX ignore attributes in a different NS ( maybe store them ? )","non-negative"
"// PR: Hack for ant-type value //  an ant-type is a component name which can // be namespaced, need to extract the name // and convert from qualified name to uri/name","negative"
"/**      * Set the number of milliseconds leeway to give before deciding a      * target is out of date.      * TODO: This is not yet used.      * @param granularity the granularity used to decide if a target is out of      *                    date.      */","non-negative"
"// TODO: // This is actually a hack! Some diagram types // (like the statechart diagrams) access the current // diagram to get some info. This might cause // problems if there's another statechart diagram // active, so I remove the current project, before // loading the new one.","negative"
"// TODO: A minimal update strategy would be better here to // minimize work and events firing, but it may be better to // deprecate the method and force calls to manage updates // themselves (since they probably usually want to just add // or remove a single element) - tfm 20061108","non-negative"
"// TODO: Remove this old implementation after 0.22 if it's // demonstrated that it's not needed. - tfm","non-negative"
"/*      * TODO: Why is this here? Who is calling this?      *      * @see java.beans.VetoableChangeListener#vetoableChange(java.beans.PropertyChangeEvent)      */","negative"
"// TODO: Won't our use of PathComparator take care of uniqueness?","non-negative"
"/*          * Install the trap to """"eat"""" SecurityExceptions.         *          * NOTE: This is temporary and will go away in a """"future"""" release          * http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=4714232          */","negative"
"/**  * TODO: this class should be moved to package  * org.argouml.uml.ui.behavior.common_behavior.  */","non-negative"
"// TODO: Encountering a deleted object during // any part of this traversal will // abort the rest of the traversal. // We probably should do the whole traversal // in a single MDR transaction.","non-negative"
"/* TODO: What if used elsewhere? */","non-negative"
"// this is a hack for the multiline column","negative"
"//TODO (@author tstich): do something","non-negative"
"// FIXME: ugly cast to ContactModel","negative"
"// undocumented hack to allow browser actions to work. // XXX - clean up in 4.3","negative"
"// redundant with constructor","negative"
"/*                 Issues to resolve here...                 1) In which classloader should we define the class?                 if there is a BshClassLoader should we define it there?                 2) should we use reflection to set it in a non-bsh classloader                 if there is one or should we always create a bsh classloader                 (and expose its defineClass)? */","non-negative"
"// simplified these settings a little...","non-negative"
"/*                         Wrap nulls.                         This is a bit of a cludge to address a deficiency in the class                        generator whereby it does not wrap nulls on method delegate.  See                        Class Generator.java.  If we fix that then we can remove this.                         (just have to generate the code there.)                 */","negative"
"// Check for field on object  // Note: could eliminate throwing the exception somehow","non-negative"
"// TODO - removes the nodes from the CheckDirty map - should it be done later, in case some can't be removed?","non-negative"
"//TODO replace with proper Exception","negative"
"//This can lead to code smell, meh! Do we care","negative"
"/*      *     * A Dom tree panel for to display response as tree view author <a      * href=""""mailto:d.maung@mdl.com"""">Dave Maung</a>     * TODO implement to find any nodes in the tree using TreePath.     *     */","non-negative"
"// TODO: Does this method need to be public? It isn't currently // called outside of this class.","non-negative"
"// TODO should we allow null for non-primitive types?","non-negative"
"/*          * A little hack - add each listener to the start of the list - this          * ensures that the thread running the show is the first listener and          * can modify certain values before other listeners are called.          */","negative"
"// FIXME: I use a for block to implement END node because we need a proc which captures // its enclosing scope.   ForBlock now represents these node and should be renamed.","non-negative"
"// TODO: // MRI behavior: Call """"+"""" or """"add"""", depending on the call. // But this leads to exceptions when Floats are added. See: // http://blade.nagaokaut.ac.jp/cgi-bin/scat.rb/ruby/ruby-core/17374 // return callCoerced(context, op, b, true); -- this is MRI behavior. // We'll use ours for now, thus providing an ability to add Floats.","non-negative"
"// modules are included with a shim class; we must find that shim to handle super() appropriately","non-negative"
"// Something wrong we don't know the cwd... // TODO: Is this behavior really desirable? /mov","negative"
"// FIXME: Ideally JavaObject instances should be marshallable, which means that // the JavaObject metaclass should have an appropriate allocator. JRUBY-414","non-negative"
"// We clone dynamic scope because this will be a new instance of a block.  Any previously // captured instances of this block may still be around and we do not want to start // overwriting those values when we create a new one. // ENEBO: Once we make self, lastClass, and lastMethod immutable we can remove duplicate","non-negative"
"// FIXME: do we really want 'declared' methods?  includes private/protected, and does _not_ // include superclass methods.  also, the getDeclared calls may throw SecurityException if // we're running under a restrictive security policy.","negative"
"// TODO: These 2 should be handled with an Iterator!!!","negative"
"// TODO: This is a nasty quick hack. Needs an API to do this.","negative"
"/*          * TODO: This should not be public. Check all usages of it          * and put appropriate methods in an API object.          */","non-negative"
"// multiple rows - not good","negative"
"/**  * TODO: Clean this mess up!!!! Load plugins. Load all plugin jars into class loader.  */","negative"
"// TODO: - please add some javadoc - ugly classname also","negative"
"// TODO: Do we need this?","non-negative"
"/* TODO: The Quickguide also mentions:          *   -open <arg>     open given file on startup          *   -print <arg>    print given file on startup (and exit)          * Why are these gone? */","negative"
"/**          * **FIXME** This function needs documentation          *           * @param out          *            OutputStream to print the data to          *            */","non-negative"
"/**  * TODO: Document!  *   * @author penyaskito  */","negative"
"/**      * Returns all substates some composite state contains.      * <p>      * TODO: {@link #getAllPossibleSubvertices(Object)} and     * {@link #getAllSubStates(Object)} are duplicates as implemented for MDR.     * It isn't clear from the Javadoc or usage whether they should do different      * things or this just happened because no one noticed we already had      * another method.      *      * @param compState      *                the given compositestate      * @return all substates      */","non-negative"
"/**      * TODO: Document! What does this do?  Interacts with event pump in some manner      *       * @param objects new objeccts      */","negative"
"// The following debug line is now the single most memory consuming // line in the whole of ArgoUML. It allocates approximately 18% of // all memory allocated. // Suggestions for solutions: // Check if there is a LOG.log(Level.FINE,String, String) method that can // be used instead. // Use two calls. // For now I (Linus) just comment it out. // LOG.log(Level.FINE, """"applying critic: """" + _headline);","negative"
"/**      * For modules, it would be usefule to be able to remove their factories.<p>      *       * TODO: The effect of this method is not yet tested!      *      * @param factory the factory to remove      */","negative"
"// TODO: should not be using assert here but I don't want to change to // IllegalStateException at lead up to a release as I don't know how // much testing is done with assert on.","negative"
"// TODO: We need some way of driving this from panel xml rather // than hard coded test","negative"
"// TODO: Presumably this is only relevant if // obj is actually a Model or Profile. // An added test of isAModel(obj) or isAProfile(obj) would clarify // what is going on here.","non-negative"
